web-scraper-order,web-scraper-start-url,moutons,moutons-href,nom,prix,adresse,image_lien-src
"1740285276-399","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2447357","Mouton Ladoum","285 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1740285279-400","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2447376","Moutons","295 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740285281-401","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2447462","Mouton Ladoum","190 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1740285283-402","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/beliers-2447483","Mouton","255 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3165428_uploaded_image1_1623355687.jpg"
"1740285286-403","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2447582","Mouton Ladoum","200 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740285288-404","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2448392","Mouton","135 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740285290-405","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2448559","Mouton Ladoum","400 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1740285293-406","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2448823","Mouton Ladoum","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1740285295-407","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2450252","Mouton","900 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1740285298-408","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2450594","Mouton","900 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1740285300-409","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2451342","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740285302-410","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2451346","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740285305-411","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2451375","Mouton","180 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740285307-412","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2451810","Moutons","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740285310-413","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2451981","Moutons","Prix sur demande","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_2566400_uploaded_image1_1598095170.jpg"
"1740285312-414","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2453961","Mouton","175 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740285314-415","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2453971","Mouton","175 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740285317-416","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2453976","Mouton","130 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740285319-417","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2454117","Mouton","160 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_3752760_uploaded_image1_1655859669.jpg"
"1740285321-418","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2454690","Mouton femelle Ladoum","220 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1740285324-419","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/grand-moutons-2454760","Grand moutons","250 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2454760_uploaded_image2_1595077108.jpeg"
"1740285326-420","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2454786","Mouton Ladoum","175 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1740285329-421","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2456586","Mouton Ladoum","130 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1740285331-422","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-2457261","Moutons","350 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2457270_uploaded_image1_1595154877.jpg"
"1740285333-423","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2457270","Mouton ladoum","160 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3193054_uploaded_image1_1624718835.jpg"
"1740285336-424","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2457949","Mouton","650 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1740285338-425","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2458174","Moutons","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2482759_uploaded_image1_1595694878.jpg"
"1740285340-426","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2458179","Moutons","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740285343-427","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-de-tabaski-2458672","Mouton","225 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4795886_uploaded_image1_1718392315.jpg"
"1740285345-428","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2461865","Mouton","160 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1740285347-429","https://sn.coinafrique.com/categorie/moutons?page=11","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2463888","Mouton Ladoum","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
