web-scraper-order,web-scraper-start-url,chiens,chiens-href,nom,prix,adresse,image_lien-src
"1740284047-94","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-2452744","Chiots","300 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg"
"1740284050-95","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2457699","Chiots Malinois","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1740284052-96","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-2460286","Chiots Bichons Maltais","195 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1740284055-97","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/yorkshire-toy-femelle-2466136","Yorkshire toy femelle","750 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2466136_uploaded_image1_1595344530.jpg"
"1740284057-98","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-2482151","Chiens  Berger allemand","200 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3424026_uploaded_image3_1636184109.jpeg"
"1740284059-99","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-2508974","Berger allemand","175 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3742224_uploaded_image1_1655226051.jpg"
"1740284062-100","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2528100","Chiots Rottweiler","300 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2625896_uploaded_image1_1600107671.jpg"
"1740284064-101","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-chiwawa-2533324","Chien chiwawa","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2533324_uploaded_image1_1597146281.jpg"
"1740284066-102","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-2534330","Chiot berger malinois","250 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3899662_uploaded_image1_1664548562.jpg"
"1740284069-103","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2535190","Chiot Berger Allemand","150 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1740284071-104","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-shih-tzu-2536904","Chiots shih tzu","250 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2536904_uploaded_image1_1597236557.jpg"
"1740284074-105","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2541838","Chiots berger allemand","250 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2541838_uploaded_image1_1597368796.jpg"
"1740284076-106","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/belger-allemand-2544470","Belger allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2544470_uploaded_image1_1597451496.jpg"
"1740284078-107","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/malinois-2544486","Malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1740284081-108","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/canish-2551556","Canish","250 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2551556_uploaded_image1_1597687758.jpg"
"1740284083-109","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/femelle-pitbull-2555833","Femelle pitbull","120 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_2555833_uploaded_image1_1597802491.jpg"
"1740284085-110","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-boerboel-2557147","Chiots Boerboel","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2557147_uploaded_image1_1597839325.jpg"
"1740284088-111","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-2567144","Chiots Doberman","650 000 CFA","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495193_uploaded_image1_1640255635.jpg"
"1740284090-112","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bulldog-2567149","Chiots Bulldog","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1740284093-113","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-kangal-2567155","Chiot Kangal","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567155_uploaded_image1_1598112585.jpg"
"1740284095-114","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-chiuawa-2567166","Chiot  Chiuawa","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567166_uploaded_image1_1598112763.jpg"
"1740284097-115","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-pomperanian-2567174","Chiot Spitz Pomperanian","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2578678_uploaded_image1_1598473259.jpg"
"1740284100-116","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-pur-sang-2567608","Chiots Malinois pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567608_uploaded_image1_1598126860.jpg"
"1740284102-117","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-2567679","Chiot Rotweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1740284104-118","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2575614","Chiot Rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1740284107-119","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-pomeranian-2578678","Chiots Spitz nain Pomeranian","1 900 000 CFA","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4105901_uploaded_image1_1677094228.jpg"
"1740284109-120","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2580700","Chiot Rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1740284112-121","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-bichon-2581230","Chien Bichon","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3287244_uploaded_image1_1629321508.jpg"
"1740284114-122","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/malinois-2581239","Malinois","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1740284116-123","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-berger-2581250","Chien Berger","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1740284119-124","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2584995","Chiots Berger Allemand","180 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_2584995_uploaded_image1_1598726974.jpg"
"1740284121-125","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2589325","Chiot rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1740284124-126","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2591285","Chiot Pitbull","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1740284126-127","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-anglais-2593026","Chiot bulldog anglais","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2593026_uploaded_image1_1599001771.jpg"
"1740284128-128","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2598132","Bichon Maltais","230 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1740284131-129","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-race-bichon-2601423","Chiots race Bichon","200 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2601423_uploaded_image1_1599252254.jpg"
"1740284133-130","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603096","Chiots Bichon","200 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1740284136-131","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2603171","Chiot Rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1740284138-132","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603812","Chiots Bichon","200 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5187679_uploaded_image1_1739661308.jpg"
"1740284140-133","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/husky-pure-race-2614016","Husky pure race","450 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032898_uploaded_image1_1617282596.jpg"
"1740284143-134","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2614957","Bichon maltais","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5187679_uploaded_image1_1739661308.jpg"
"1740284151-135","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-rottweiller-2617202","Chien rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2617202_uploaded_image1_1599768247.jpg"
"1740284153-136","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2618543","Chiot Berger Allemand","2 500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1740284155-137","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2619263","Chiot rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1740284158-138","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-pur-sang-2625896","Chiots Rottweiler pur sang","300 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2625896_uploaded_image1_1600107671.jpg"
"1740284160-139","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-maltais-2629161","Caniche Bichon Maltais","465 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2629161_uploaded_image1_1600223864.jpg"
"1740284163-140","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiens-2631397","Chiens","20 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2631397_uploaded_image1_1600290558.jpg"
"1740284165-141","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-red-nose-pur-sang-2636139","Chien Red Nose pur sang","90 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2636139_uploaded_image1_1600454579.jpg"
"1740284167-142","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-chowchow-2636642","Chiots Chowchow","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2636642_uploaded_image1_1600483273.jpg"
"1740284170-143","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-carlin-2636645","Chiots Carlin","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1740284172-144","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-2647792","Chiot Husky sibérien","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2647792_uploaded_image1_1600900758.jpg"
"1740284175-145","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2678151","Chiot pitbull","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2678151_uploaded_image1_1602079553.jpg"
"1740284177-146","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-malinois-2683719","Chien malinois","180 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2683719_uploaded_image1_1602268170.jpg"
"1740284180-147","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-francai-2696757","Chiot bulldog françai","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
